zipcode,homeowner dummy,NUMCHLD,gender dummy,WEALTH,HV,Icmed,Icavg,NUMPROM,MAXRAMNT,totalmonths,Donor
5,0,1,0,8,2173,443,481,33,16,31,0
2,1,1,1,2,594,232,274,58,20,31,1
3,1,1,1,8,998,578,545,21,10,28,1
4,1,1,1,2,1100,263,342,36,10,28,0
5,0,1,0,8,341,234,234,19,15,28,0
2,1,1,0,6,615,305,310,45,10,29,0
5,1,1,1,8,2464,568,617,55,10,35,1
2,1,1,0,4,1162,559,646,78,15,36,0
5,1,1,0,6,1039,422,471,57,10,28,0
5,1,1,1,8,2228,589,640,69,8,30,0
5,1,1,0,8,1167,515,571,48,12,33,0
2,0,1,1,8,752,348,381,24,25,31,1
4,1,1,1,7,954,234,263,33,30,29,1
3,1,1,0,2,604,259,295,56,5,33,0
5,0,1,0,8,412,240,299,61,25,19,0
5,1,3,1,9,3138,654,684,41,15,31,0
4,0,1,1,4,514,268,302,97,16,30,1
5,1,1,1,9,3259,475,519,103,25,18,0
4,1,1,1,8,704,314,398,25,6,31,0
2,0,1,1,4,489,238,299,85,12,29,0
4,1,1,1,8,382,195,268,70,13,32,0
2,1,1,0,8,540,213,241,24,7,30,0
2,1,1,0,0,423,247,298,52,35,36,0
4,1,1,1,9,5432,1068,996,56,100,32,1
5,1,1,0,8,956,494,529,38,15,35,1
2,1,1,1,6,804,365,421,70,10,31,0
4,1,1,0,9,911,557,629,37,8,30,0
4,1,1,1,8,407,281,319,57,10,31,0
2,1,1,0,0,613,163,193,32,12,28,1
4,0,1,0,6,624,333,378,83,9,31,0
5,1,1,0,4,794,355,382,71,10,37,1
2,1,1,1,8,1663,419,508,71,11,28,1
5,1,1,0,8,782,421,463,26,20,31,0
2,1,1,0,8,743,240,287,28,15,31,0
4,1,2,1,8,369,221,235,13,15,36,0
4,0,1,1,8,479,296,295,60,7,29,0
5,1,1,1,5,2179,425,487,51,6,30,1
2,1,1,1,8,608,242,272,24,7,29,0
5,1,1,1,8,4562,608,685,58,25,37,1
4,1,1,1,8,770,271,356,25,20,29,1
5,1,1,0,8,1265,423,459,23,25,33,1
4,1,1,1,8,899,485,493,24,15,29,1
2,1,1,0,3,1108,366,396,54,6,28,0
4,1,1,0,8,1207,601,594,46,15,29,0
4,0,1,1,8,951,264,340,70,25,18,0
2,1,1,1,8,902,414,438,69,13,34,0
5,1,1,0,7,2085,511,494,55,15,29,0
2,1,1,1,3,662,287,325,54,20,29,1
3,0,1,0,8,441,337,372,29,15,31,1
3,0,1,1,4,461,395,380,40,20,37,0
5,1,1,1,8,929,241,265,28,15,31,0
2,0,1,0,8,460,208,258,20,27,29,1
2,1,1,1,5,631,291,341,74,25,29,0
3,1,1,0,8,502,240,264,29,15,30,0
2,1,1,0,7,1153,398,452,59,6,25,0
3,1,1,0,1,554,349,387,66,8,30,0
3,1,1,0,8,900,610,636,24,25,28,0
3,1,1,0,8,639,360,400,13,15,36,0
5,1,1,0,2,795,437,451,72,12,30,0
4,0,1,0,4,738,254,285,96,30,19,1
5,1,1,1,6,1288,385,464,56,21,31,1
3,1,1,0,8,379,239,303,21,15,32,1
2,1,1,0,8,700,483,371,23,50,37,0
4,1,1,0,2,802,392,439,60,35,31,1
2,1,1,0,9,2377,530,667,44,10,29,1
4,1,1,1,8,921,472,492,34,12,32,0
3,1,1,0,4,371,356,344,62,14,29,0
2,1,1,1,8,531,300,374,22,10,29,0
5,1,1,1,8,5369,839,878,30,15,30,0
5,1,1,1,2,897,285,334,70,25,19,0
2,1,1,0,8,693,308,337,16,15,36,1
4,1,1,1,3,467,274,349,73,30,28,1
4,0,1,0,4,507,315,330,58,17,30,1
5,1,1,0,8,815,341,388,30,16,34,0
5,1,3,1,8,1224,549,612,27,15,29,1
4,0,1,1,8,4508,1122,1013,70,15,30,1
4,1,1,0,8,693,225,284,24,10,31,0
3,1,1,0,8,461,296,327,23,10,31,0
4,1,1,1,8,1093,430,488,28,50,28,0
3,1,1,1,3,441,322,365,60,15,36,1
5,1,1,0,6,2047,465,524,43,15,36,0
4,0,1,0,4,683,415,459,50,10,31,0
4,1,4,1,8,470,341,390,43,10,31,1
5,1,1,1,9,0,664,725,39,8,28,0
3,1,2,0,6,554,344,349,57,20,31,1
3,0,1,1,8,631,248,302,25,6,29,0
3,1,1,0,6,779,418,458,50,20,36,0
5,1,1,1,8,2422,580,618,24,15,33,0
2,1,1,1,4,855,332,408,67,50,31,1
4,1,1,1,5,548,315,359,53,10,31,0
5,1,1,1,8,2762,602,622,60,11,28,0
3,0,1,1,6,506,294,322,59,15,31,0
5,1,1,1,8,3507,929,971,22,12,32,0
3,1,1,0,1,1083,465,521,56,15,31,0
5,1,1,1,8,529,303,427,21,8,29,0
2,0,1,0,8,752,372,400,23,11,34,0
4,0,1,1,2,343,234,282,52,10,31,0
4,1,1,1,8,1501,419,538,48,15,30,1
4,0,3,0,6,853,459,567,68,20,36,0
2,1,2,1,8,672,269,315,54,15,32,0
5,1,1,0,8,605,338,379,25,7,31,0
5,0,1,1,8,669,303,328,26,11,29,0
4,1,1,1,8,982,443,438,45,8,29,0
5,1,1,0,9,2413,613,658,56,23,29,0
2,1,1,1,6,1267,364,451,34,10,30,0
4,1,1,1,8,1197,514,557,20,20,31,1
5,1,1,1,1,934,262,290,65,20,31,0
3,1,1,0,8,1096,644,662,24,10,29,1
2,1,1,0,8,1127,398,473,61,20,32,0
4,1,1,1,7,796,440,453,64,10,37,0
3,0,1,1,8,868,519,511,60,30,31,1
2,0,1,1,9,1227,512,579,55,20,37,1
5,1,1,0,8,1317,313,396,45,7,30,0
5,0,1,0,8,3270,468,656,23,11,31,0
5,1,1,1,8,937,298,313,30,10,29,0
5,1,1,1,3,852,288,324,78,7,32,0
2,1,1,1,2,697,251,343,63,7,30,0
5,1,1,0,8,3608,716,865,71,50,35,0
3,1,1,0,8,700,394,438,61,10,30,1
2,1,1,0,2,562,186,245,53,6,35,0
4,1,1,0,3,841,323,414,43,34,34,1
4,1,1,1,8,802,448,498,26,10,30,1
3,1,1,0,7,883,420,454,63,15,29,0
3,1,1,1,2,600,266,317,50,15,37,1
2,0,1,0,8,481,247,267,30,7,34,0
5,0,1,0,1,551,248,294,77,9,31,1
4,1,1,0,9,918,483,528,66,9,32,0
2,1,1,1,6,877,396,507,76,15,37,1
4,1,1,0,8,424,204,240,21,20,32,0
4,1,1,1,9,1144,550,584,53,20,37,1
5,0,1,0,5,530,249,287,60,15,31,0
2,1,1,1,8,518,252,271,21,20,37,0
3,1,1,0,7,511,404,464,57,25,31,0
3,1,1,0,6,760,349,396,37,10,36,1
5,1,1,0,8,997,369,406,48,12,31,0
5,0,1,1,4,924,358,384,39,15,28,1
5,1,1,1,8,775,359,420,55,5,29,0
4,0,1,1,8,691,244,279,45,7,30,0
5,1,1,1,9,3635,682,729,66,23,37,1
2,1,1,1,8,779,383,430,21,11,28,0
4,1,1,1,8,843,429,473,81,10,28,0
3,0,1,0,8,304,170,273,46,7,36,0
5,1,1,1,2,381,222,269,47,25,20,1
5,1,1,1,8,953,426,485,37,6,30,0
2,1,1,0,8,2540,270,332,51,5,30,0
5,1,1,0,5,1771,435,532,61,12,36,0
5,1,1,1,5,3011,307,384,56,15,30,0
4,1,1,0,8,999,445,582,24,25,31,0
2,0,1,1,8,742,332,385,35,30,33,0
3,1,1,1,2,446,259,381,41,5,30,0
2,1,1,0,4,0,0,0,89,10,30,0
4,0,1,1,6,744,291,348,69,10,34,0
5,1,1,1,8,2348,506,521,20,15,37,0
5,1,1,0,8,2175,185,313,27,15,37,0
4,1,1,0,8,1076,484,464,75,10,29,0
3,0,1,0,8,1000,403,438,64,9,22,0
4,1,1,1,4,390,210,245,39,20,30,1
3,1,1,1,6,468,406,382,65,20,35,0
2,1,1,0,9,975,569,635,43,11,32,0
5,1,1,1,8,1217,348,379,34,15,35,0
3,1,1,1,9,659,400,442,65,11,29,1
2,1,2,1,8,518,401,396,23,20,31,0
3,1,1,1,8,727,386,407,76,21,31,1
5,1,2,0,8,933,515,541,29,11,30,0
3,1,1,0,7,407,346,382,79,50,33,0
2,1,1,0,6,835,389,425,61,25,37,0
3,1,1,1,0,626,276,331,63,25,29,1
3,1,1,1,2,1007,502,515,82,5,37,0
4,1,1,0,8,279,188,234,26,25,37,0
5,1,1,0,8,1658,328,339,22,11,33,0
5,1,1,1,7,4216,602,674,48,17,32,0
2,1,1,1,8,851,310,362,15,25,35,0
4,1,1,1,3,433,295,303,46,17,28,1
3,0,1,1,7,537,348,366,83,20,29,0
4,0,2,0,9,2188,797,875,42,15,31,0
5,1,1,1,8,621,268,302,95,25,20,1
3,0,1,1,3,614,333,384,30,12,30,0
3,1,1,0,8,898,425,473,42,30,31,0
2,1,1,1,2,430,259,289,68,6,28,1
3,1,2,1,9,1186,547,628,51,10,29,0
5,0,1,1,8,3781,611,666,45,50,33,0
5,1,1,1,8,689,317,332,64,15,32,1
5,1,1,1,6,688,284,315,39,25,36,0
5,1,1,0,3,1137,324,352,120,30,37,0
5,1,1,1,9,1460,646,695,42,25,37,0
5,1,1,0,8,1938,422,530,47,13,31,0
5,1,1,1,5,786,353,401,61,13,32,1
5,1,1,0,8,872,404,429,39,10,29,0
5,0,1,0,0,900,240,326,48,25,37,0
2,1,1,1,9,856,518,563,69,15,37,0
4,0,1,1,2,792,294,285,134,6,18,1
3,1,1,0,6,828,382,428,68,20,33,0
5,0,1,0,8,911,330,413,43,5,30,0
4,0,1,1,8,1180,326,426,21,20,32,0
5,0,1,0,8,406,308,327,27,15,36,0
2,0,1,1,1,647,288,320,75,20,36,0
5,1,1,1,8,937,388,490,34,7,33,0
4,0,1,0,3,362,189,213,122,10,18,0
5,1,1,0,7,3413,509,604,37,15,36,0
5,1,1,1,6,1022,463,519,58,13,34,0
2,1,3,1,8,2376,789,850,83,7,20,1
5,1,1,1,8,955,508,520,44,15,31,1
4,0,1,1,1,426,200,245,66,12,29,0
5,1,1,0,8,3386,750,761,22,15,37,0
3,1,1,1,8,1195,537,571,55,10,35,0
5,1,1,1,0,750,159,171,34,15,35,0
5,1,1,1,8,500,282,334,26,25,36,0
5,1,1,0,8,2512,638,718,37,9,29,0
5,0,1,1,5,2505,424,516,76,7,34,0
2,1,1,1,7,756,435,462,71,10,28,1
5,1,1,1,0,913,213,277,66,7,36,0
4,1,1,1,8,926,441,498,57,15,31,0
2,1,1,1,9,3547,927,1047,58,16,37,0
4,1,1,0,7,785,460,470,73,20,29,0
4,1,1,0,7,1311,456,466,55,14,31,0
2,1,1,1,8,454,193,260,25,20,30,1
3,0,1,1,0,641,164,228,86,15,26,1
3,1,1,1,9,904,495,571,87,5,28,1
5,1,1,1,5,738,187,292,54,11,30,1
2,0,1,0,3,457,267,296,52,9,34,0
2,0,1,1,8,411,249,300,27,10,29,0
5,1,1,1,8,3757,631,606,34,12,35,0
4,0,1,1,6,946,492,519,104,30,19,1
2,1,1,0,6,665,356,364,74,20,33,0
2,1,1,1,8,1922,632,736,52,35,37,0
3,1,1,1,6,884,416,463,44,12,30,1
5,1,1,0,3,1808,511,498,53,6,33,0
5,1,1,1,8,3809,393,442,36,15,31,1
5,1,1,1,7,1264,220,262,65,15,31,1
2,1,1,1,8,639,302,346,16,20,37,0
5,1,1,1,5,2580,435,503,43,17,33,0
5,0,1,0,7,2098,510,523,56,15,37,0
2,1,1,1,7,1218,443,462,71,15,32,0
5,1,1,1,8,663,315,350,24,15,30,1
5,1,1,1,8,1265,588,673,44,36,31,1
5,1,3,1,2,897,285,334,57,20,29,0
5,1,1,1,8,759,352,424,17,25,37,0
3,1,1,1,6,928,399,433,97,20,29,1
5,1,1,0,8,444,203,228,37,7,29,0
2,1,1,1,8,661,252,317,28,11,34,0
5,1,1,0,8,1360,409,442,22,12,32,0
5,1,1,1,8,2742,667,674,26,7,31,1
4,1,1,1,7,547,202,259,68,60,31,1
4,1,2,1,9,918,385,431,53,15,30,0
5,0,1,1,5,429,328,360,54,10,32,0
5,1,1,1,8,1864,428,460,25,11,30,1
4,1,1,1,3,808,253,422,63,14,37,0
4,1,1,1,2,669,206,241,65,11,32,0
4,1,1,1,9,550,187,203,87,25,28,1
5,1,1,1,8,5680,713,857,25,15,33,0
2,1,1,0,9,1172,550,607,53,20,30,0
5,1,1,0,8,731,278,341,25,11,32,0
5,1,1,1,7,1732,394,447,35,15,35,1
5,1,1,1,8,2976,670,744,77,20,36,0
2,1,1,0,4,524,312,323,42,14,31,0
3,1,1,1,8,705,382,439,39,15,35,1
5,1,1,0,8,3159,603,636,37,10,31,0
3,1,1,1,6,961,343,407,71,9,32,0
5,0,1,1,0,812,368,413,88,11,19,0
5,1,1,0,8,1491,302,368,21,20,31,0
3,1,1,0,9,1457,518,565,71,5,17,0
4,0,1,0,8,408,234,285,40,20,29,0
3,1,1,1,9,732,544,534,51,12,31,0
2,0,1,1,8,439,293,292,35,10,29,0
2,1,1,1,8,444,276,292,38,9,30,0
5,1,1,1,8,1517,546,569,40,20,37,0
5,1,1,0,8,697,337,372,23,16,29,0
3,0,1,0,8,590,319,400,29,30,37,1
5,1,1,0,7,3129,547,580,79,20,36,0
5,1,1,1,8,1345,514,525,27,20,31,0
4,1,1,1,4,882,315,374,46,22,36,0
